source,age_ka,age_GTS2004,age_GTS2012,age_GTS2016,age_GTS2020,d18O,d18O_sw,sealevel
1337 Kochhann,16645,16.645,16.645,16.645,16.592,1.35,-0.27,16.39
1337 Kochhann,16650,16.65,16.65,16.65,16.595,1.37,-0.24,14.76
1337 Kochhann,16656,16.656,16.656,16.656,16.599,1.3,-0.32,19.53
1337 Kochhann,16661,16.661,16.661,16.661,16.602,1.12,-0.49,30.32
1337 Kochhann,16666,16.666,16.666,16.666,16.605,0.8,-0.82,50.28
1337 Kochhann,16672,16.672,16.672,16.672,16.608,0.66,-0.95,58.56
1337 Kochhann,16677,16.677,16.677,16.677,16.611,1.12,-0.5,30.53
1337 Kochhann,16682,16.682,16.682,16.682,16.614,1.02,-0.59,36.46
1337 Kochhann,16687,16.687,16.687,16.687,16.617,1.39,-0.23,14.02
1337 Kochhann,16692,16.692,16.692,16.692,16.62,1.53,-0.09,5.68
1337 Kochhann,16694,16.694,16.694,16.694,16.621,1.21,-0.41,25.26
1337 Kochhann,16698,16.698,16.698,16.698,16.623,1.54,-0.08,4.73
1337 Kochhann,16703,16.703,16.703,16.703,16.626,1.54,-0.08,5.09
1337 Kochhann,16709,16.709,16.709,16.709,16.63,1.46,-0.16,9.91
1337 Kochhann,16714,16.714,16.714,16.714,16.633,1.36,-0.26,16.14
1337 Kochhann,16719,16.719,16.719,16.719,16.636,1.18,-0.44,27.35
1337 Kochhann,16724,16.724,16.724,16.724,16.64,1.15,-0.47,28.89
1337 Kochhann,16730,16.73,16.73,16.73,16.646,1.29,-0.34,20.92
1337 Kochhann,16735,16.735,16.735,16.735,16.651,1.08,-0.55,33.67
1337 Kochhann,16739,16.739,16.739,16.739,16.655,1.03,-0.6,37.05
1337 Kochhann,16744,16.744,16.744,16.744,16.66,1.03,-0.6,36.75
1337 Kochhann,16750,16.75,16.75,16.75,16.666,1.2,-0.43,26.25
1337 Kochhann,16756,16.756,16.756,16.756,16.672,1.38,-0.25,15.69
1337 Kochhann,16761,16.761,16.761,16.761,16.677,1.43,-0.2,12.37
1337 Kochhann,16766,16.766,16.766,16.766,16.682,1.14,-0.49,30.17
1337 Kochhann,16771,16.771,16.771,16.771,16.687,1.05,-0.59,36.15
1337 Kochhann,16776,16.776,16.776,16.776,16.692,1.31,-0.32,19.79
1337 Kochhann,16787,16.787,16.787,16.787,16.703,1.12,-0.52,31.7
1337 Kochhann,16793,16.793,16.793,16.793,16.709,0.97,-0.67,41.44
1337 Kochhann,16797,16.797,16.797,16.797,16.713,1.49,-0.16,9.56
1337 Kochhann,16801,16.801,16.801,16.801,16.717,1.3,-0.35,21.31
1337 Kochhann,16808,16.808,16.808,16.808,16.725,0.74,-0.9,55.3
1337 Kochhann,16813,16.813,16.813,16.813,16.73,1.1,-0.55,33.7
1337 Kochhann,16821,16.821,16.821,16.821,16.738,1.36,-0.29,17.67
1337 Kochhann,16826,16.826,16.826,16.826,16.743,1.15,-0.5,30.65
1337 Kochhann,16831,16.831,16.831,16.831,16.748,1.26,-0.39,23.87
1337 Kochhann,16837,16.837,16.837,16.837,16.754,1.22,-0.43,26.28
1337 Kochhann,16844,16.844,16.844,16.844,16.761,1.26,-0.39,24.09
1337 Kochhann,16850,16.85,16.85,16.85,16.767,1.31,-0.34,20.9
1337 Kochhann,16855,16.855,16.855,16.855,16.772,0.9,-0.75,46.37
1337 Kochhann,16863,16.863,16.863,16.863,16.78,1.31,-0.35,21.35
1337 Kochhann,16870,16.87,16.87,16.87,16.787,1.25,-0.41,25
1337 Kochhann,16875,16.875,16.875,16.875,16.792,1.06,-0.59,36.45
1337 Kochhann,16881,16.881,16.881,16.881,16.798,1.02,-0.64,39.1
1337 Kochhann,16887,16.887,16.887,16.887,16.804,1,-0.66,40.65
1337 Kochhann,16894,16.894,16.894,16.894,16.811,0.87,-0.79,48.73
1337 Kochhann,16900,16.9,16.9,16.9,16.817,1.19,-0.48,29.23
1337 Kochhann,16905,16.905,16.905,16.905,16.822,1.19,-0.47,28.77
1337 Kochhann,16911,16.911,16.911,16.911,16.828,1.31,-0.35,21.41
1337 Kochhann,16916,16.916,16.916,16.916,16.833,1.32,-0.33,20.57
1337 Kochhann,16923,16.923,16.923,16.923,16.84,1.08,-0.57,35.3
1337 Kochhann,16928,16.928,16.928,16.928,16.845,1.51,-0.14,8.87
1337 Kochhann,16934,16.934,16.934,16.934,16.851,1.6,-0.06,3.41
1337 Kochhann,16939,16.939,16.939,16.939,16.856,1.52,-0.13,8.18
1337 Kochhann,16944,16.944,16.944,16.944,16.861,1.69,0.04,-2.32
1337 Kochhann,16952,16.952,16.952,16.952,16.869,1.53,-0.13,7.91
1337 Kochhann,16958,16.958,16.958,16.958,16.875,1.7,0.04,-2.59
1337 Kochhann,16964,16.964,16.964,16.964,16.881,1.95,0.29,-18.14
1337 Kochhann,16970,16.97,16.97,16.97,16.887,1.86,0.21,-12.76
1337 Kochhann,16975,16.975,16.975,16.975,16.892,1.72,0.07,-4.24
1337 Kochhann,16981,16.981,16.981,16.981,16.899,1.8,0.15,-9.08
1337 Kochhann,16988,16.988,16.988,16.988,16.906,1.63,-0.02,1.46
1337 Kochhann,16995,16.995,16.995,16.995,16.913,1.62,-0.03,1.72
1337 Kochhann,17000,17,17,17,16.918,1.61,-0.04,2.55
1337 Kochhann,17006,17.006,17.006,17.006,16.924,1.6,-0.05,2.9
1337 Kochhann,17012,17.012,17.012,17.012,16.93,1.61,-0.03,2.07
1337 Kochhann,17018,17.018,17.018,17.018,16.936,1.68,0.04,-2.44
1337 Kochhann,17024,17.024,17.024,17.024,16.942,1.63,-0.01,0.79
1337 Kochhann,17029,17.029,17.029,17.029,16.947,1.61,-0.02,1.53
1337 Kochhann,17035,17.035,17.035,17.035,16.953,1.54,-0.1,6.06
1337 Kochhann,17043,17.043,17.043,17.043,16.961,1.8,0.17,-10.5
1337 Kochhann,17047,17.047,17.047,17.047,16.965,1.52,-0.11,6.75
1337 Kochhann,17054,17.054,17.054,17.054,16.972,1.45,-0.18,10.95
1337 Kochhann,17059,17.059,17.059,17.059,16.977,1.68,0.06,-3.57
1337 Kochhann,17065,17.065,17.065,17.065,16.983,1.65,0.03,-1.87
1337 Kochhann,17072,17.072,17.072,17.072,16.99,1.86,0.24,-14.85
1337 Kochhann,17078,17.078,17.078,17.078,16.996,1.47,-0.15,9.01
1337 Kochhann,17084,17.084,17.084,17.084,17.002,1.45,-0.17,10.46
1337 Kochhann,17090,17.09,17.09,17.09,17.008,1.31,-0.31,18.8
1337 Kochhann,17095,17.095,17.095,17.095,17.013,0.84,-0.77,47.3
1337 Kochhann,17100,17.1,17.1,17.1,17.018,1.67,0.06,-3.78
1337 Kochhann,17105,17.105,17.105,17.105,17.023,1.37,-0.24,14.55
1337 Kochhann,17110,17.11,17.11,17.11,17.028,1.18,-0.43,26.36
1337 Kochhann,17115,17.115,17.115,17.115,17.033,1.69,0.09,-5.58
1337 Kochhann,17120,17.12,17.12,17.12,17.038,1.52,-0.08,4.81
1337 Kochhann,17126,17.126,17.126,17.126,17.044,1.55,-0.05,3.06
1337 Kochhann,17130,17.13,17.13,17.13,17.048,1.8,0.2,-12.19
1337 Kochhann,17135,17.135,17.135,17.135,17.053,1.8,0.21,-12.87
1337 Kochhann,17141,17.141,17.141,17.141,17.059,1.54,-0.06,3.41
1337 Kochhann,17145,17.145,17.145,17.145,17.063,1.47,-0.12,7.55
1337 Kochhann,17150,17.15,17.15,17.15,17.069,1.67,0.08,-4.7
1337 Kochhann,17155,17.155,17.155,17.155,17.074,1.81,0.22,-13.63
1337 Kochhann,17160,17.16,17.16,17.16,17.079,1.65,0.06,-3.73
1337 Kochhann,17165,17.165,17.165,17.165,17.084,1.64,0.06,-3.49
1337 Kochhann,17170,17.17,17.17,17.17,17.089,1.55,-0.03,1.98
1337 Kochhann,17175,17.175,17.175,17.175,17.094,1.55,-0.03,1.91
1337 Kochhann,17178,17.178,17.178,17.178,17.097,1.7,0.12,-7.52
1337 Kochhann,17185,17.185,17.185,17.185,17.104,1.37,-0.21,12.67
1337 Kochhann,17189,17.189,17.189,17.189,17.108,1.26,-0.32,19.46
1337 Kochhann,17192,17.192,17.192,17.192,17.111,1.82,0.25,-15.51
1337 Kochhann,17195,17.195,17.195,17.195,17.114,1.4,-0.17,10.75
1337 Kochhann,17196,17.196,17.196,17.196,17.115,1.56,-0.01,0.81
1337 Kochhann,17199,17.199,17.199,17.199,17.118,1.5,-0.07,4.49
1337 Kochhann,17202,17.202,17.202,17.202,17.121,1.6,0.03,-1.85
1337 Kochhann,17205,17.205,17.205,17.205,17.124,1.7,0.13,-8.25
1337 Kochhann,17207,17.207,17.207,17.207,17.126,1.78,0.21,-12.96
1337 Kochhann,17210,17.21,17.21,17.21,17.129,1.64,0.07,-4.41
1337 Kochhann,17213,17.213,17.213,17.213,17.132,1.69,0.12,-7.66
1337 Kochhann,17216,17.216,17.216,17.216,17.135,1.91,0.35,-21.57
1337 Kochhann,17218,17.218,17.218,17.218,17.137,1.88,0.32,-19.7
1337 Kochhann,17221,17.221,17.221,17.221,17.14,1.92,0.36,-22.16
1337 Kochhann,17224,17.224,17.224,17.224,17.143,1.96,0.4,-24.31
1337 Kochhann,17227,17.227,17.227,17.227,17.146,1.89,0.33,-20.37
1337 Kochhann,17229,17.229,17.229,17.229,17.148,1.82,0.26,-15.79
1337 Kochhann,17232,17.232,17.232,17.232,17.151,1.6,0.04,-2.68
1337 Kochhann,17235,17.235,17.235,17.235,17.154,1.67,0.11,-6.67
1337 Kochhann,17238,17.238,17.238,17.238,17.157,1.66,0.1,-6.43
1337 Kochhann,17240,17.24,17.24,17.24,17.159,1.63,0.08,-4.62
1337 Kochhann,17243,17.243,17.243,17.243,17.162,1.63,0.08,-4.68
1337 Kochhann,17246,17.246,17.246,17.246,17.166,1.52,-0.03,2.03
1337 Kochhann,17249,17.249,17.249,17.249,17.169,1.69,0.14,-8.48
1337 Kochhann,17251,17.251,17.251,17.251,17.171,1.84,0.29,-17.75
1337 Kochhann,17254,17.254,17.254,17.254,17.174,1.78,0.23,-14.12
1337 Kochhann,17257,17.257,17.257,17.257,17.177,1.81,0.26,-16.02
1337 Kochhann,17260,17.26,17.26,17.26,17.18,1.72,0.17,-10.54
1337 Kochhann,17262,17.262,17.262,17.262,17.182,1.76,0.21,-13.04
1337 Kochhann,17265,17.265,17.265,17.265,17.185,1.65,0.1,-6.33
1337 Kochhann,17268,17.268,17.268,17.268,17.189,1.58,0.03,-2.08
1337 Kochhann,17271,17.271,17.271,17.271,17.192,1.63,0.08,-5.22
1337 Kochhann,17273,17.273,17.273,17.273,17.194,1.68,0.14,-8.33
1337 Kochhann,17276,17.276,17.276,17.276,17.197,1.57,0.03,-1.62
1337 Kochhann,17279,17.279,17.279,17.279,17.2,1.54,0,0.16
1337 Kochhann,17282,17.282,17.282,17.282,17.203,1.53,-0.01,0.72
1337 Kochhann,17284,17.284,17.284,17.284,17.205,1.65,0.11,-6.7
1337 Kochhann,17287,17.287,17.287,17.287,17.208,1.54,0,0.01
1337 Kochhann,17290,17.29,17.29,17.29,17.212,1.39,-0.15,9.18
1337 Kochhann,17293,17.293,17.293,17.293,17.215,1.32,-0.22,13.43
1337 Kochhann,17295,17.295,17.295,17.295,17.217,1.1,-0.44,26.93
1337 Kochhann,17298,17.298,17.298,17.298,17.22,1.01,-0.53,32.41
1337 Kochhann,17301,17.301,17.301,17.301,17.223,0.98,-0.56,34.21
1337 Kochhann,17305,17.305,17.305,17.305,17.227,1.37,-0.17,10.2
1337 Kochhann,17310,17.31,17.31,17.31,17.233,1.94,0.4,-24.9
1337 Kochhann,17314,17.314,17.314,17.314,17.237,1.84,0.3,-18.76
1337 Kochhann,17319,17.319,17.319,17.319,17.242,1.61,0.08,-4.62
1337 Kochhann,17323,17.323,17.323,17.323,17.246,1.68,0.15,-8.95
1337 Kochhann,17328,17.328,17.328,17.328,17.251,1.85,0.32,-19.43
1337 Kochhann,17332,17.332,17.332,17.332,17.256,1.83,0.3,-18.21
1337 Kochhann,17336,17.336,17.336,17.336,17.26,1.73,0.2,-12.07
1337 Kochhann,17341,17.341,17.341,17.341,17.265,1.56,0.03,-1.63
1337 Kochhann,17345,17.345,17.345,17.345,17.269,1.69,0.16,-9.65
1337 Kochhann,17350,17.35,17.35,17.35,17.274,1.82,0.29,-17.67
1337 Kochhann,17354,17.354,17.354,17.354,17.279,1.88,0.35,-21.38
1337 Kochhann,17359,17.359,17.359,17.359,17.284,1.88,0.35,-21.39
1337 Kochhann,17363,17.363,17.363,17.363,17.288,1.8,0.27,-16.49
1337 Kochhann,17367,17.367,17.367,17.367,17.292,1.9,0.37,-22.66
1337 Kochhann,17372,17.372,17.372,17.372,17.297,1.67,0.14,-8.52
1337 Kochhann,17376,17.376,17.376,17.376,17.302,1.45,-0.08,5
1337 Kochhann,17381,17.381,17.381,17.381,17.307,1.45,-0.08,4.98
1337 Kochhann,17385,17.385,17.385,17.385,17.311,1.53,0,0.04
1337 Kochhann,17390,17.39,17.39,17.39,17.316,1.76,0.23,-14.13
1337 Kochhann,17394,17.394,17.394,17.394,17.32,1.35,-0.18,11.08
1337 Kochhann,17398,17.398,17.398,17.398,17.325,1.26,-0.27,16.61
1337 Kochhann,17403,17.403,17.403,17.403,17.33,1.41,-0.12,7.38
1337 Kochhann,17405,17.405,17.405,17.405,17.332,1.43,-0.1,6.23
1337 Kochhann,17409,17.409,17.409,17.409,17.336,1.37,-0.16,9.63
1337 Kochhann,17415,17.415,17.415,17.415,17.342,1.58,0.05,-3.01
1337 Kochhann,17419,17.419,17.419,17.419,17.347,1.51,-0.02,1.5
1337 Kochhann,17424,17.424,17.424,17.424,17.352,1.8,0.27,-16.38
1337 Kochhann,17427,17.427,17.427,17.427,17.355,1.89,0.35,-21.85
1337 Kochhann,17432,17.432,17.432,17.432,17.36,1.54,0,-0.22
1337 Kochhann,17437,17.437,17.437,17.437,17.365,1.48,-0.05,3.38
1337 Kochhann,17441,17.441,17.441,17.441,17.37,1.85,0.32,-19.74
1337 Kochhann,17445,17.445,17.445,17.445,17.374,1.56,0.03,-1.57
1337 Kochhann,17450,17.45,17.45,17.45,17.379,1.32,-0.22,13.47
1337 Kochhann,17455,17.455,17.455,17.455,17.384,1.34,-0.19,11.96
1337 Kochhann,17458,17.458,17.458,17.458,17.387,1.23,-0.31,18.93
1337 Kochhann,17461,17.461,17.461,17.461,17.391,1.52,-0.01,0.85
1337 Kochhann,17465,17.465,17.465,17.465,17.395,1.7,0.17,-10.2
1337 Kochhann,17470,17.47,17.47,17.47,17.4,1.42,-0.11,6.93
1337 Kochhann,17473,17.473,17.473,17.473,17.403,1.86,0.32,-19.76
1337 Kochhann,17475,17.475,17.475,17.475,17.405,1.9,0.36,-22.27
1337 Kochhann,17479,17.479,17.479,17.479,17.409,1.66,0.13,-7.73
1337 Kochhann,17483,17.483,17.483,17.483,17.414,1.72,0.19,-11.52
1337 Kochhann,17488,17.488,17.488,17.488,17.419,1.43,-0.11,6.9
1337 Kochhann,17492,17.492,17.492,17.492,17.423,1.55,0.02,-0.96
1337 Kochhann,17495,17.495,17.495,17.495,17.426,1.43,-0.1,6.44
1337 Kochhann,17499,17.499,17.499,17.499,17.43,1.45,-0.09,5.6
1337 Kochhann,17503,17.503,17.503,17.503,17.435,1.17,-0.37,22.62
1337 Kochhann,17507,17.507,17.507,17.507,17.439,1.74,0.2,-12.61
1337 Kochhann,17511,17.511,17.511,17.511,17.443,1.6,0.06,-3.91
1337 Kochhann,17514,17.514,17.514,17.514,17.446,1.41,-0.13,7.99
1337 Kochhann,17518,17.518,17.518,17.518,17.45,1.41,-0.13,8.27
1337 Kochhann,17522,17.522,17.522,17.522,17.454,1.66,0.12,-7.45
1337 Kochhann,17525,17.525,17.525,17.525,17.458,1.37,-0.17,10.3
1337 Kochhann,17529,17.529,17.529,17.529,17.462,1.46,-0.08,4.97
1337 Kochhann,17533,17.533,17.533,17.533,17.466,1.27,-0.27,16.57
1337 Kochhann,17537,17.537,17.537,17.537,17.47,1.56,0.01,-0.75
1337 Kochhann,17540,17.54,17.54,17.54,17.472,1.69,0.14,-8.85
1337 Kochhann,17544,17.544,17.544,17.544,17.476,1.59,0.05,-2.85
1337 Kochhann,17548,17.548,17.548,17.548,17.48,1.72,0.18,-10.82
1337 Kochhann,17551,17.551,17.551,17.551,17.482,1.39,-0.15,9.39
1337 Kochhann,17555,17.555,17.555,17.555,17.486,1.41,-0.13,8.07
1337 Kochhann,17559,17.559,17.559,17.559,17.49,1.35,-0.2,12.22
1337 Kochhann,17563,17.563,17.563,17.563,17.493,1.54,-0.01,0.62
1337 Kochhann,17566,17.566,17.566,17.566,17.496,1.52,-0.03,1.63
1337 Kochhann,17570,17.57,17.57,17.57,17.5,1.13,-0.41,25.48
1337 Kochhann,17574,17.574,17.574,17.574,17.503,1.16,-0.39,23.72
1337 Kochhann,17578,17.578,17.578,17.578,17.507,1.25,-0.3,18.34
1337 Kochhann,17581,17.581,17.581,17.581,17.51,1.29,-0.26,15.71
1337 Kochhann,17585,17.585,17.585,17.585,17.513,1.13,-0.41,25.53
1337 Kochhann,17591,17.591,17.591,17.591,17.519,1.41,-0.14,8.41
1337 Kochhann,17597,17.597,17.597,17.597,17.524,1.81,0.26,-15.98
1337 Kochhann,17604,17.604,17.604,17.604,17.531,1.95,0.4,-24.68
1337 Kochhann,17604,17.604,17.604,17.604,17.531,1.68,0.13,-7.94
1337 Kochhann,17610,17.61,17.61,17.61,17.536,1.55,0,0.09
1337 Kochhann,17617,17.617,17.617,17.617,17.543,1.29,-0.26,16.11
1337 Kochhann,17623,17.623,17.623,17.623,17.548,1.37,-0.18,11.21
1337 Kochhann,17629,17.629,17.629,17.629,17.554,1.64,0.09,-5.38
1337 Kochhann,17635,17.635,17.635,17.635,17.559,1.65,0.1,-5.97
1337 Kochhann,17641,17.641,17.641,17.641,17.565,1.45,-0.1,6.36
1337 Kochhann,17647,17.647,17.647,17.647,17.57,1.38,-0.17,10.69
1337 Kochhann,17654,17.654,17.654,17.654,17.576,1.38,-0.17,10.72
1337 Kochhann,17660,17.66,17.66,17.66,17.582,1.09,-0.46,28.59
1337 Kochhann,17668,17.668,17.668,17.668,17.589,1.1,-0.46,28
1337 Kochhann,17676,17.676,17.676,17.676,17.597,1.62,0.06,-3.97
1337 Kochhann,17685,17.685,17.685,17.685,17.605,1.34,-0.22,13.3
1337 Kochhann,17694,17.694,17.694,17.694,17.613,1.37,-0.19,11.49
1337 Kochhann,17702,17.702,17.702,17.702,17.62,1.36,-0.2,12.12
1337 Kochhann,17711,17.711,17.711,17.711,17.629,1.64,0.08,-5.13
1337 Kochhann,17719,17.719,17.719,17.719,17.638,1.71,0.15,-9.46
1337 Kochhann,17728,17.728,17.728,17.728,17.654,1.78,0.22,-13.79
1337 Kochhann,17736,17.736,17.736,17.736,17.669,1.73,0.17,-10.74
1337 Kochhann,17743,17.743,17.743,17.743,17.679,1.43,-0.13,7.71
1337 Kochhann,17751,17.751,17.751,17.751,17.688,1.35,-0.2,12.61
1337 Kochhann,17759,17.759,17.759,17.759,17.696,1.42,-0.13,8.28
1337 Kochhann,17767,17.767,17.767,17.767,17.704,1.55,0,0.26
1337 Kochhann,17775,17.775,17.775,17.775,17.713,1.68,0.13,-7.76
1337 Kochhann,17782,17.782,17.782,17.782,17.72,1.36,-0.19,11.91
1337 Kochhann,17790,17.79,17.79,17.79,17.728,1.52,-0.03,2.05
1337 Kochhann,17798,17.798,17.798,17.798,17.737,1.45,-0.1,6.33
1337 Kochhann,17806,17.806,17.806,17.806,17.745,1.16,-0.39,24.18
1337 Kochhann,17814,17.814,17.814,17.814,17.754,1.43,-0.12,7.58
1337 Kochhann,17822,17.822,17.822,17.822,17.762,1.68,0.13,-7.8
1337 Kochhann,17829,17.829,17.829,17.829,17.769,1.48,-0.07,4.52
1337 Kochhann,17837,17.837,17.837,17.837,17.778,1.53,-0.02,1.45
1337 Kochhann,17845,17.845,17.845,17.845,17.786,1.47,-0.08,5.16
1337 Kochhann,17853,17.853,17.853,17.853,17.794,1.43,-0.12,7.63
1337 Kochhann,17861,17.861,17.861,17.861,17.803,1.39,-0.16,10.1
1337 Kochhann,17868,17.868,17.868,17.868,17.81,1.56,0.01,-0.35
1337 Kochhann,17876,17.876,17.876,17.876,17.818,1.79,0.24,-14.5
1337 Kochhann,17884,17.884,17.884,17.884,17.827,2,0.45,-27.41
1337 Kochhann,17891,17.891,17.891,17.891,17.834,1.92,0.37,-22.48
1337 Kochhann,17897,17.897,17.897,17.897,17.84,2.07,0.52,-31.7
1337 Kochhann,17904,17.904,17.904,17.904,17.848,1.51,-0.05,2.81
1337 Kochhann,17911,17.911,17.911,17.911,17.855,1.53,-0.03,1.66
1337 Kochhann,17917,17.917,17.917,17.917,17.861,1.71,0.15,-9.34
1337 Kochhann,17924,17.924,17.924,17.924,17.869,1.75,0.19,-11.72
1337 Kochhann,17931,17.931,17.931,17.931,17.876,1.57,0.01,-0.56
1337 Kochhann,17937,17.937,17.937,17.937,17.882,1.68,0.12,-7.26
1337 Kochhann,17944,17.944,17.944,17.944,17.89,1.52,-0.04,2.66
1337 Kochhann,17950,17.95,17.95,17.95,17.896,1.64,0.08,-4.65
1337 Kochhann,17957,17.957,17.957,17.957,17.903,1.42,-0.15,8.97
1337 Kochhann,17964,17.964,17.964,17.964,17.911,1.53,-0.04,2.28
1337 Kochhann,17970,17.97,17.97,17.97,17.917,1.53,-0.04,2.35
1337 Kochhann,17977,17.977,17.977,17.977,17.924,1.34,-0.23,14.12
1337 Kochhann,17984,17.984,17.984,17.984,17.932,1.27,-0.3,18.51
1337 Kochhann,17989,17.989,17.989,17.989,17.937,1.44,-0.13,8.11
1337 Kochhann,17994,17.994,17.994,17.994,17.942,1.8,0.23,-13.99
1337 Kochhann,17999,17.999,17.999,17.999,17.947,1.94,0.37,-22.54
1337 Kochhann,18004,18.004,18.004,18.004,17.953,1.8,0.23,-13.85
1337 Kochhann,18009,18.009,18.009,18.009,17.958,1.63,0.05,-3.3
1337 Kochhann,18015,18.015,18.015,18.015,17.964,1.66,0.08,-5.05
1337 Kochhann,18020,18.02,18.02,18.02,17.969,1.46,-0.12,7.34
1337 Kochhann,18027,18.027,18.027,18.027,17.977,1.48,-0.11,6.54
1337 Kochhann,18037,18.037,18.037,18.037,17.987,1.23,-0.36,21.97
1337 Kochhann,18042,18.042,18.042,18.042,17.992,1.61,0.03,-1.76
1337 Kochhann,18048,18.048,18.048,18.048,17.999,1.43,-0.15,9.54
1337 Kochhann,18053,18.053,18.053,18.053,18.004,1.17,-0.42,25.99
1337 Kochhann,18058,18.058,18.058,18.058,18.009,1.06,-0.53,32.84
1337 Kochhann,18065,18.065,18.065,18.065,18.016,1.37,-0.23,13.88
1337 Kochhann,18072,18.072,18.072,18.072,18.024,1.43,-0.16,10.12
1337 Kochhann,18079,18.079,18.079,18.079,18.031,1.39,-0.21,12.89
1337 Kochhann,18087,18.087,18.087,18.087,18.039,1.68,0.09,-5.25
1337 Kochhann,18094,18.094,18.094,18.094,18.047,1.71,0.11,-6.92
1337 Kochhann,18101,18.101,18.101,18.101,18.054,1.7,0.1,-6.2
1337 Kochhann,18108,18.108,18.108,18.108,18.061,1.44,-0.16,9.81
1337 Kochhann,18115,18.115,18.115,18.115,18.069,1.39,-0.21,13.2
1337 Kochhann,18122,18.122,18.122,18.122,18.076,1.59,-0.01,0.53
1337 Kochhann,18129,18.129,18.129,18.129,18.083,1.7,0.1,-6.29
1337 Kochhann,18136,18.136,18.136,18.136,18.091,1.78,0.18,-10.77
1337 Kochhann,18144,18.144,18.144,18.144,18.099,1.75,0.15,-9.35
1337 Kochhann,18151,18.151,18.151,18.151,18.106,1.76,0.16,-9.71
1337 Kochhann,18157,18.157,18.157,18.157,18.113,1.44,-0.17,10.3
1337 Kochhann,18164,18.164,18.164,18.164,18.12,1.71,0.1,-6.31
1337 Kochhann,18170,18.17,18.17,18.17,18.126,1.71,0.11,-6.48
1337 Kochhann,18176,18.176,18.176,18.176,18.133,1.59,-0.01,0.79
1337 Kochhann,18183,18.183,18.183,18.183,18.14,1.57,-0.04,2.21
1337 Kochhann,18189,18.189,18.189,18.189,18.146,1.51,-0.09,5.73
1337 Kochhann,18196,18.196,18.196,18.196,18.154,1.71,0.1,-6.27
1337 Kochhann,18202,18.202,18.202,18.202,18.16,1.7,0.1,-6.16
1337 Kochhann,18209,18.209,18.209,18.209,18.167,1.72,0.12,-7.42
1337 Kochhann,18215,18.215,18.215,18.215,18.173,1.37,-0.23,14.22
1337 Kochhann,18222,18.222,18.222,18.222,18.181,1.07,-0.53,32.84
1337 Kochhann,18228,18.228,18.228,18.228,18.187,1.37,-0.23,13.99
1337 Kochhann,18235,18.235,18.235,18.235,18.194,1.18,-0.42,25.72
1337 Kochhann,18241,18.241,18.241,18.241,18.201,1.45,-0.15,9.15
1337 Kochhann,18247,18.247,18.247,18.247,18.207,1.55,-0.05,2.86
1337 Kochhann,18254,18.254,18.254,18.254,18.214,1.26,-0.33,20.3
1337 Kochhann,18260,18.26,18.26,18.26,18.221,1.75,0.16,-10.05
1337 Kochhann,18267,18.267,18.267,18.267,18.228,1.74,0.15,-9.1
1337 Kochhann,18273,18.273,18.273,18.273,18.234,1.65,0.06,-3.82
1337 Kochhann,18280,18.28,18.28,18.28,18.242,2,0.41,-25.26
1337 Kochhann,18286,18.286,18.286,18.286,18.248,1.7,0.11,-6.82
1337 Kochhann,18293,18.293,18.293,18.293,18.255,1.69,0.11,-6.6
1337 Kochhann,18299,18.299,18.299,18.299,18.261,1.75,0.17,-10.37
1337 Kochhann,18306,18.306,18.306,18.306,18.269,1.6,0.02,-1.3
1337 Kochhann,18312,18.312,18.312,18.312,18.275,1.8,0.22,-13.69
1337 Kochhann,18318,18.318,18.318,18.318,18.281,1.49,-0.08,4.99
1337 Kochhann,18325,18.325,18.325,18.325,18.289,1.35,-0.22,13.61
1337 Kochhann,18331,18.331,18.331,18.331,18.295,1.49,-0.08,4.9
1337 Kochhann,18335,18.335,18.335,18.335,18.299,1.75,0.19,-11.67
1337 Kochhann,18348,18.348,18.348,18.348,18.313,1.95,0.4,-24.49
1337 Kochhann,18359,18.359,18.359,18.359,18.324,1.72,0.17,-10.54
1337 Kochhann,18366,18.366,18.366,18.366,18.332,1.84,0.29,-17.86
1337 Kochhann,18369,18.369,18.369,18.369,18.335,1.96,0.42,-25.72
1337 Kochhann,18374,18.374,18.374,18.374,18.34,1.82,0.28,-17.21
1337 Kochhann,18378,18.378,18.378,18.378,18.344,1.75,0.21,-13.04
1337 Kochhann,18382,18.382,18.382,18.382,18.348,1.75,0.22,-13.43
1337 Kochhann,18386,18.386,18.386,18.386,18.353,1.69,0.15,-9.39
1337 Kochhann,18392,18.392,18.392,18.392,18.359,2.1,0.57,-35.26
1337 Kochhann,18398,18.398,18.398,18.398,18.365,1.91,0.38,-23.47
1337 Kochhann,18402,18.402,18.402,18.402,18.369,1.82,0.29,-18.08
1337 Kochhann,18411,18.411,18.411,18.411,18.379,1.61,0.09,-5.58
1337 Kochhann,18417,18.417,18.417,18.417,18.385,1.65,0.14,-8.4
1337 Kochhann,18422,18.422,18.422,18.422,18.39,1.75,0.24,-14.69
1337 Kochhann,18428,18.428,18.428,18.428,18.396,1.52,0.01,-0.9
1337 Kochhann,18434,18.434,18.434,18.434,18.403,1.35,-0.15,9.44
1337 Kochhann,18440,18.44,18.44,18.44,18.409,1.73,0.23,-14.18
1337 Kochhann,18446,18.446,18.446,18.446,18.415,1.6,0.1,-6.43
1337 Kochhann,18452,18.452,18.452,18.452,18.422,1.53,0.04,-2.36
